Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Pct_Change,Volatility_5m,SMA_20,SMA_50,EMA_20,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Bandwidth,Daily_Return_Outlier
2026-06-01 09:15:00+05:30,1331.5999755859375,1334.5,1329.0999755859375,1329.699951171875,0,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,,,1329.699951171875,50.0,0.0,0.0,0.0,,,,,False
2026-06-01 09:16:00+05:30,1330.9000244140625,1332.0999755859375,1328.199951171875,1328.800048828125,126237,0.0,0.0,RELIANCE.NS,-0.0006767709835266977,-0.06767709835266977,0.0,,,1329.614246186756,50.0,-0.07178708155288405,-0.01435741631057681,-0.057429665242307235,,,,,False
2026-06-01 09:17:00+05:30,1328.800048828125,1330.5,1327.800048828125,1329.699951171875,93989,0.0,0.0,RELIANCE.NS,0.0006772293126746654,0.06772293126746654,0.0,,,1329.6224085662911,50.0,-0.055425353563350654,-0.02257100376113158,-0.032854349802219074,,,,,False
2026-06-01 09:18:00+05:30,1329.5,1329.9000244140625,1325.0,1325.9000244140625,115597,0.0,0.0,RELIANCE.NS,-0.002857732494058962,-0.2857732494058962,0.0,,,1329.2678957898884,50.0,-0.3451027683995562,-0.08707735668881651,-0.2580254117107397,,,,,True
2026-06-01 09:19:00+05:30,1325.800048828125,1326.9000244140625,1323.9000244140625,1324.0,71916,0.0,0.0,RELIANCE.NS,-0.0014330073000052845,-0.14330073000052845,0.0013652381134730263,,,1328.7661914289465,50.0,-0.719694111989611,-0.21360070774897538,-0.5060934042406355,,,,,False
2026-06-01 09:20:00+05:30,1324.199951171875,1326.0999755859375,1324.0,1324.4000244140625,45137,0.0,0.0,RELIANCE.NS,0.00030213324324956936,0.030213324324956936,0.0014183637302044758,,,1328.3503659989576,50.0,-0.9730649366208581,-0.365493553523352,-0.6075713830975061,,,,,False
2026-06-01 09:21:00+05:30,1324.5,1324.5,1322.800048828125,1323.9000244140625,59111,0.0,0.0,RELIANCE.NS,-0.0003775294403375318,-0.03775294403375318,0.0014309953659873884,,,1327.9265239432534,50.0,-1.2003718227379068,-0.5324692073662629,-0.6679026153716439,,,,,False
2026-06-01 09:22:00+05:30,1323.699951171875,1324.199951171875,1322.699951171875,1322.699951171875,40457,0.0,0.0,RELIANCE.NS,-0.0009064681773978123,-0.09064681773978123,0.001195363074285347,,,1327.4287551078842,50.0,-1.460514150864583,-0.7180781960659269,-0.742435954798656,,,,,False
2026-06-01 09:23:00+05:30,1322.699951171875,1323.0,1322.4000244140625,1322.5,54005,0.0,0.0,RELIANCE.NS,-0.00015116895687328213,-0.015116895687328213,0.000673599770386881,,,1326.9593498595143,50.0,-1.6636358501350514,-0.907189726879752,-0.7564461232552995,,,,,False
2026-06-01 09:24:00+05:30,1322.5999755859375,1322.5999755859375,1321.199951171875,1321.699951171875,79451,0.0,0.0,RELIANCE.NS,-0.0006049518549149369,-0.060495185491493686,0.0004583115289785417,,,1326.4584547464058,50.0,-1.867639528443533,-1.0992796871925083,-0.7683598412510246,,,,,False
