Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Pct_Change,Volatility_5m,SMA_20,SMA_50,EMA_20,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Bandwidth,Daily_Return_Outlier
2026-05-29 09:30:00-04:00,311.7749938964844,313.8299865722656,311.5,313.7699890136719,1408825,0.0,0.0,AAPL,0.0,0.0,0.0,,,313.7699890136719,50.0,0.0,0.0,0.0,,,,,False
2026-05-29 09:31:00-04:00,313.7799987792969,314.3500061035156,313.4100036621094,314.2099914550781,353939,0.0,0.0,AAPL,0.0014023088785175553,0.14023088785175553,0.0,,,313.8118940080915,50.0,0.03509990985571676,0.007019981971143352,0.02807992788457341,,,,,False
2026-05-29 09:32:00-04:00,314.24249267578125,314.760009765625,314.168212890625,314.7200012207031,305637,0.0,0.0,AAPL,0.0016231494207525898,0.16231494207525898,0.0,,,313.8983804092926,50.0,0.10288437996513267,0.026192861569941217,0.07669151839519145,,,,,False
2026-05-29 09:33:00-04:00,314.67999267578125,315.0,313.6000061035156,314.07501220703125,940743,0.0,0.0,AAPL,-0.0020494058565396767,-0.20494058565396767,0.0,,,313.91520248526774,50.0,0.1033672841743396,0.0416277460908209,0.0617395380835187,,,,,True
2026-05-29 09:34:00-04:00,314.0899963378906,314.5899963378906,313.95001220703125,314.3511047363281,150541,0.0,0.0,AAPL,0.0008790655689441262,0.08790655689441262,0.0014904372097419032,,,313.9567169853687,50.0,0.12459212845112688,0.0582206225628821,0.06637150588824478,,,,,False
2026-05-29 09:35:00-04:00,314.3999938964844,314.4100036621094,313.6499938964844,313.9100036621094,171129,0.0,0.0,AAPL,-0.0014032114650550653,-0.14032114650550653,0.0016957346035322925,,,313.95226809743923,50.0,0.10461387655419685,0.06749927336114506,0.03711460319305179,,,,,False
2026-05-29 09:36:00-04:00,313.94000244140625,314.32501220703125,313.8926086425781,314.1300048828125,147959,0.0,0.0,AAPL,0.0007008417002853928,0.07008417002853928,0.0015854936206243766,,,313.9691954103319,50.0,0.10531917399526947,0.07506325348796994,0.030255920507299527,,,,,False
2026-05-29 09:37:00-04:00,314.1300048828125,314.2699890136719,313.989990234375,314.239990234375,116648,0.0,0.0,AAPL,0.00035012685783875064,0.035012685783875064,0.0013315347388983358,,,313.9949853935741,50.0,0.11344529919205115,0.08273966262878618,0.03070563656326497,,,,,False
2026-05-29 09:38:00-04:00,314.2349853515625,314.6000061035156,314.0899963378906,314.5400085449219,117642,0.0,0.0,AAPL,0.000954742616696036,0.0954742616696036,0.0009782705306718889,,,314.0468923603691,50.0,0.14245218217683941,0.09468216653839684,0.047770015638442576,,,,,False
2026-05-29 09:39:00-04:00,314.5400085449219,314.67999267578125,314.1849975585937,314.19000244140625,130650,0.0,0.0,AAPL,-0.0011127554333542067,-0.11127554333542067,0.0010817181078040569,,,314.0605218918964,50.0,0.1356342710476497,0.10287258744024742,0.03276168360740227,,,,,False
