Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Pct_Change,Volatility_20d,Close_Rolling_Mean_20,Close_Rolling_Std_20,Volume_Rolling_Mean_20,SMA_20,SMA_50,EMA_20,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Bandwidth,Daily_Return_Outlier,Volume_Outlier
2021-06-01,209.26666259765625,211.26666259765625,206.8500061035156,207.96665954589844,54254700,0.0,0.0,TSLA,0.0,0.0,,,,,,,207.96665954589844,50.0,0.0,0.0,0.0,,,,,False,False
2021-06-02,206.7100067138672,207.7866668701172,199.7133331298828,201.7066650390625,69908400,0.0,0.0,TSLA,-0.030100952337768105,-3.0100952337768105,,,,,,,207.37046959286647,50.0,-0.4993727811720987,-0.09987455623441975,-0.39949822493767895,,,,,False,False
2021-06-03,200.6000061035156,201.51666259765625,190.4066619873047,190.94667053222656,90335700,0.0,0.0,TSLA,-0.05334476431283097,-5.334476431283097,,,,,,,205.80629825375792,50.0,-1.7432755443887231,-0.42855475386528047,-1.3147207905234426,,,,,False,False
2021-06-04,193.23666381835935,200.20333862304688,192.3999938964844,199.68333435058597,72110700,0.0,0.0,TSLA,0.045754470575515516,4.575447057551552,,,,,,,205.2231588344082,50.0,-2.001035005337343,-0.743050804159693,-1.2579842011776499,,,,,False,False
2021-06-07,197.27667236328125,203.3333282470703,194.2933349609375,201.7100067138672,67631100,0.0,0.0,TSLA,0.010149431698305733,1.0149431698305733,,,,,,,204.8885729181662,50.0,-2.018507613792167,-0.9981421660861879,-1.020365447705979,,,,,False,False
2021-06-08,207.6699981689453,207.69667053222656,198.5,201.19667053222656,78160200,0.0,0.0,TSLA,-0.002544921741878703,-0.2544921741878703,,,,,,,204.53696316712433,50.0,-2.050143938452692,-1.2085425205594889,-0.841601417893203,,,,,False,False
2021-06-09,200.72332763671875,203.92999267578125,199.2100067138672,199.5933380126953,49753800,0.0,0.0,TSLA,-0.007968981371759054,-0.7968981371759054,,,,,,,204.06614172384536,50.0,-2.1794679386655673,-1.4027276041807046,-0.7767403344848627,,,,,False,False
2021-06-10,201.2933349609375,205.52999877929688,200.1666717529297,203.3733367919922,71758800,0.0,0.0,TSLA,0.018938501740255687,1.8938501740255687,,,,,,,204.0001603017641,50.0,-1.9544145554278316,-1.51306499443013,-0.4413495609977016,,,,,False,False
2021-06-11,203.41000366210935,204.1866607666016,200.5066680908203,203.29666137695312,48615900,0.0,0.0,TSLA,-0.0003770180312155924,-0.03770180312155924,,,,,,,203.93316040416306,50.0,-1.7619347064506314,-1.5628389368342304,-0.19909576961640107,,,,,False,False
2021-06-14,204.07666015625,208.4966735839844,203.05999755859372,205.89666748046875,61272000,0.0,0.0,TSLA,0.012789221849023313,1.2789221849023313,,,,,,,204.12016107809694,50.0,-1.3836444836786086,-1.5270000462031061,0.14335556252449755,,,,,False,False
2021-06-15,205.56333923339844,205.5966644287109,199.41000366210935,199.7866668701172,53292300,0.0,0.0,TSLA,-0.029675082579620482,-2.967508257962048,,,,,,,203.70744734400364,50.0,-1.5589026828035344,-1.533380573523192,-0.025522109280342375,,,,,False,False
2021-06-16,199.17999267578125,202.8333282470703,197.8333282470703,201.6233367919922,66432300,0.0,0.0,TSLA,0.009193155632698069,0.9193155632698069,,,,,,,203.50896062476446,50.0,-1.531932985412169,-1.5330910559009874,0.0011580704888183302,,,,,False,False
2021-06-17,200.6300048828125,207.1566619873047,200.44667053222656,205.5333404541016,68104200,0.0,0.0,TSLA,0.019392614586788648,1.9392614586788648,,,,,,,203.70175870374896,50.0,-1.181435830815758,-1.4627600108839416,0.2813241800681836,,,,,False,False
2021-06-18,204.4566650390625,209.4499969482422,203.93333435058597,207.7700042724609,73682700,0.0,0.0,TSLA,0.010882243306208572,1.0882243306208572,,,,,,,204.08921066267393,50.0,-0.7149428172792227,-1.313196572162998,0.5982537548837752,,,,,False,False
2021-06-21,208.16000366210935,210.4633331298828,202.9600067138672,206.94332885742188,74438100,0.0,0.0,TSLA,-0.003978800587379094,-0.39788005873790944,,,,,,,204.36103144312614,26.227038677443446,-0.4072549586735761,-1.1320082494651136,0.7247532907915375,,,,,False,False
2021-06-22,206.0833282470703,209.52333068847656,205.1666717529297,207.90333557128903,57476700,0.0,0.0,TSLA,0.004638983624973836,0.4638983624973836,,,,,,,204.69839374104643,27.472013142723114,-0.08496615827607457,-0.9225998312273058,0.8376336729512313,,,,,False,False
2021-06-23,210.6666717529297,219.0666656494141,210.01333618164065,218.85667419433597,93297600,0.0,0.0,TSLA,0.052684766182075515,5.2684766182075515,,,,,,,206.04680140326448,39.92833505700452,1.042278189837134,-0.5296242270144179,1.571902416851552,,,,,False,False
2021-06-24,224.9966735839844,232.5399932861328,222.5366668701172,226.60667419433597,137947200,0.0,0.0,TSLA,0.035411302984154513,3.5411302984154513,,,,,,,208.0048845262237,46.87990526059383,2.531802642748204,0.08266114693810639,2.4491414958100974,,,,,False,False
2021-06-25,229.8600006103516,231.2700042724609,222.8999938964844,223.9566650390625,97490100,0.0,0.0,TSLA,-0.011694312026312326,-1.1694312026312326,,,,,,,209.5241017179226,44.96385398081437,3.458559786998592,0.7578408749502035,2.700718912048388,,,,,False,False
2021-06-28,223.8800048828125,231.5666656494141,223.44000244140625,229.5733337402344,64884600,0.0,0.0,TSLA,0.025079265670402195,2.5079265670402195,,207.1961685180664,9.9752942271481,72542355.0,207.1961685180664,,211.4335523867142,49.66008049606533,4.593291123618769,1.5249309246839169,3.0683601989348523,227.1467569723626,207.1961685180664,187.2455800637702,0.19257680870248922,False,False
2021-06-29,228.21665954589844,229.1699981689453,225.29666137695312,226.9199981689453,52143900,0.0,0.0,TSLA,-0.011557681931349095,-1.1557681931349095,0.025677939668753407,208.14383544921876,10.908947922812905,72436815.0,208.14383544921876,,212.90845198502194,47.59398155603096,5.21831835176684,2.2636084101005016,2.954709941666338,229.96173129484455,208.14383544921876,186.32593960359296,0.20964248879663555,False,False
2021-06-30,226.58999633789065,230.9366607666016,226.04666137695312,226.5666656494141,56774700,0.0,0.0,TSLA,-0.0015570796861551495,-0.15570796861551495,0.024404507872427386,209.38683547973633,11.53520989485474,71780130.0,209.38683547973633,,214.20923423877358,47.31169621327885,5.620357963694971,2.934958320819396,2.6853996428755753,232.45725526944582,209.38683547973633,186.31641569002684,0.22036170265290778,False,False
2021-07-01,227.97332763671875,229.3300018310547,224.26666259765625,225.97332763671875,55903500,0.0,0.0,TSLA,-0.0026188230779432553,-0.26188230779432553,0.020168513361183846,211.13816833496094,11.243451854384135,70058520.0,211.13816833496094,,215.32962408619693,46.80961427457997,5.8239647929542,3.512759615246357,2.3112051777078433,233.6250720437292,211.13816833496094,188.65126462619267,0.21300652445837112,False,False
2021-07-02,226.32666015625,233.3333282470703,224.4199981689453,226.3000030517578,81163500,0.0,0.0,TSLA,0.0014456370513082906,0.14456370513082906,0.018217034944199614,212.46900177001953,11.390519234428218,70511160.0,212.46900177001953,,216.374422082917,47.142208006388216,5.943175421146691,3.998842776426424,1.9443326447202671,235.25004023887595,212.46900177001953,189.6879633011631,0.21444105520404383,False,False
