Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Pct_Change,Volatility_5m,SMA_20,SMA_50,EMA_20,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Bandwidth,Daily_Return_Outlier
2026-05-29 09:30:00-04:00,439.8450012207031,440.6799926757813,437.0700073242188,437.3949890136719,1564798,0.0,0.0,TSLA,0.0,0.0,0.0,,,437.3949890136719,50.0,0.0,0.0,0.0,,,,,False
2026-05-29 09:31:00-04:00,437.4599914550781,438.2739868164063,436.6799926757813,437.68499755859375,252469,0.0,0.0,TSLA,0.0006630358193537855,0.06630358193537855,0.0,,,437.422608875093,50.0,0.023134584780109435,0.0046269169560218875,0.018507667824087547,,,,,False
2026-05-29 09:32:00-04:00,437.68499755859375,438.0700073242188,437.185791015625,437.9100036621094,242996,0.0,0.0,TSLA,0.0005140822846811943,0.05140822846811943,0.0,,,437.46902742623735,50.0,0.05894553456312224,0.01549064047744196,0.043454894085680276,,,,,False
2026-05-29 09:33:00-04:00,437.9450073242188,438.6900024414063,437.5499877929688,438.5,209035,0.0,0.0,TSLA,0.0013473004337800631,0.13473004337800631,0.0,,,437.5672152904052,50.0,0.1333960374492449,0.039071719871802545,0.09432431757744233,,,,,False
2026-05-29 09:34:00-04:00,438.5050048828125,438.7000122070313,437.0899963378906,437.1199951171875,167403,0.0,0.0,TSLA,-0.0031471034955815602,-0.314710349558156,0.0017568315693748979,,,437.5246228929559,50.0,0.08012016116754239,0.04728140813095051,0.03283875303659188,,,,,False
2026-05-29 09:35:00-04:00,437.0910034179688,438.0899963378906,437.010009765625,437.9599914550781,135234,0.0,0.0,TSLA,0.0019216607505347927,0.19216607505347927,0.001986119859301117,,,437.56608656553897,50.0,0.10447500686211697,0.05872012787718381,0.04575487898493316,,,,,False
2026-05-29 09:36:00-04:00,437.9599914550781,438.3499145507813,437.1300048828125,437.5950012207031,178035,0.0,0.0,TSLA,-0.000833387162060939,-0.0833387162060939,0.0020225773526469704,,,437.5688403422213,50.0,0.09324981021268286,0.06562606434428363,0.027623745868399233,,,,,False
2026-05-29 09:37:00-04:00,437.55999755859375,438.4700012207031,437.3500061035156,438.3001098632813,140366,0.0,0.0,TSLA,0.001611327004676033,0.1611327004676033,0.0021529770475619135,,,437.6384850585127,50.0,0.13964044745699766,0.08042894096682644,0.05921150649017122,,,,,False
2026-05-29 09:38:00-04:00,438.3450012207031,438.3999938964844,437.489990234375,437.5849914550781,122508,0.0,0.0,TSLA,-0.0016315725050268792,-0.16315725050268792,0.0021613344985861012,,,437.63339042961417,50.0,0.11734856148171957,0.08781286506980507,0.029535696411914503,,,,,False
2026-05-29 09:39:00-04:00,437.6187133789063,439.5199890136719,437.5499877929688,439.5,197552,0.0,0.0,TSLA,0.004376312218922207,0.4376312218922207,0.0023911115678119364,,,437.8111627696509,50.0,0.2513103175178344,0.12051235555941094,0.13079796195842347,,,,,True
