Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Pct_Change,Volatility_20d,Close_Rolling_Mean_20,Close_Rolling_Std_20,Volume_Rolling_Mean_20,SMA_20,SMA_50,EMA_20,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Bandwidth,Daily_Return_Outlier,Volume_Outlier
2021-06-01,241.1045951554449,241.1621746137941,237.0067008356278,237.428955078125,23213300,0.0,0.0,MSFT,0.0,0.0,,,,,,,237.428955078125,50.0,0.0,0.0,0.0,,,,,False,False
2021-06-02,238.1295578675878,239.223611570422,235.9318441224372,237.3330078125,19406700,0.0,0.0,MSFT,-0.0004041093707102261,-0.04041093707102261,,,,,,,237.41981724330358,50.0,-0.007653912927338524,-0.001530782585467705,-0.006123130341870819,,,,,False,False
2021-06-03,235.3368264740552,236.41168209445024,233.20629862376543,235.8070831298828,25307700,0.0,0.0,MSFT,-0.0064294667508816294,-0.6429466750881629,,,,,,,237.2662235182159,50.0,-0.13528952978376196,-0.028282532025126556,-0.10700699775863541,,,,,False,False
2021-06-04,237.7744776101709,241.50769763472985,237.53455340642336,240.68235778808597,25281100,0.0,0.0,MSFT,0.020674844001686843,2.0674844001686843,,,,,,,237.5915696391559,50.0,0.15516361526843525,0.008406697433585807,0.14675691783484945,,,,,False,False
2021-06-07,239.9049871668553,243.84934135732763,239.74184047817525,243.58062744140625,23079200,0.0,0.0,MSFT,0.012041886575966387,1.2041886575966387,,,,,,,238.16195609651308,50.0,0.6121593723090086,0.12915723240867039,0.48300213990033825,,,,,False,False
2021-06-08,244.8762207534596,245.6919688301916,242.3330156367018,242.3906097412109,22455000,0.0,0.0,MSFT,-0.004885518658422905,-0.4885518658422905,,,,,,,238.56468501505572,50.0,0.8682981190083296,0.27698540972860225,0.5913127092797275,,,,,False,False
2021-06-09,243.58062603040796,245.2313055865401,243.00481677554484,243.36949157714844,17937600,0.0,0.0,MSFT,0.004038447846567372,0.40384478465673723,,,,,,,239.02228564001692,50.0,1.1371689289015592,0.44902211356319366,0.6881468153383655,,,,,False,False
2021-06-10,244.0412580022731,247.08349466686664,243.44625075720447,246.8723602294922,24563600,0.0,0.0,MSFT,0.014393211859233146,1.4393211859233146,,,,,,,239.76991179139551,50.0,1.6142946248293697,0.6820766158164289,0.9322180090129408,,,,,False,False
2021-06-11,247.592131538484,248.0719798677032,246.2677454638202,247.4961853027344,18999700,0.0,0.0,MSFT,0.002526913392257857,0.2526913392257857,,,,,,,240.505747363904,50.0,2.0194783568282446,0.9495569640187921,1.0699213928094524,,,,,False,False
2021-06-14,247.5057720383052,249.4731678376561,246.4500998151924,249.41558837890625,19150500,0.0,0.0,MSFT,0.007755283475678887,0.7755283475678887,,,,,,,241.35430365104708,50.0,2.467030775646464,1.2530517263443266,1.2139790493021372,,,,,False,False
2021-06-15,249.30041102216592,249.51154547597605,247.29464835477967,247.94723510742188,18038900,0.0,0.0,MSFT,-0.005887175220394392,-0.5887175220394392,,,,,,,241.98220188498752,50.0,2.6724293524865175,1.5369272515727648,1.1355021009137527,,,,,False,False
2021-06-16,248.9453519562701,250.07778718714908,244.16606584099105,247.00677490234372,27220000,0.0,0.0,MSFT,-0.0037929852481343174,-0.37929852481343174,,,,,,,242.46073264854525,50.0,2.7278766615431493,1.7751171335668419,0.9527595279763075,,,,,False,False
2021-06-17,245.7495351142661,251.20060521072745,245.69195565665424,250.3848571777344,27565500,0.0,0.0,MSFT,0.013676071341469198,1.3676071341469198,,,,,,,243.2154111751347,50.0,3.0097080206751627,2.0220353109885063,0.9876727096866564,,,,,False,False
2021-06-18,249.1660721590066,251.72844608322077,248.3215343320705,248.97412109375,37202200,0.0,0.0,MSFT,-0.005634270777737149,-0.5634270777737149,,,,,,,243.76385973881236,50.0,3.0836800472479524,2.2343642582403955,0.8493157890075569,,,,,False,False
2021-06-21,249.34840535412337,252.8992655962037,247.52498746898812,252.04515075683597,26696100,0.0,0.0,MSFT,0.012334734427798644,1.2334734427798644,,,,,,,244.55255412148128,73.87991758140882,3.3514761090283685,2.45778662839799,0.8936894806303783,,,,,False,False
2021-06-22,252.1315502152545,255.077826487449,251.82444020322416,254.80911254882807,24694100,0.0,0.0,MSFT,0.010966137549929256,1.0966137549929256,,,,,,,245.52936920980002,77.45365594825286,3.7435813589693225,2.7149455745122566,1.028635784457066,,,,,False,False
