Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2026-06-01 09:15:00+05:30,1331.5999755859375,1334.5,1329.0999755859375,1329.699951171875,0,0.0,0.0,RELIANCE.NS
2026-06-01 09:16:00+05:30,1330.9000244140625,1332.0999755859375,1328.199951171875,1328.800048828125,126237,0.0,0.0,RELIANCE.NS
2026-06-01 09:17:00+05:30,1328.800048828125,1330.5,1327.800048828125,1329.699951171875,93989,0.0,0.0,RELIANCE.NS
2026-06-01 09:18:00+05:30,1329.5,1329.9000244140625,1325.0,1325.9000244140625,115597,0.0,0.0,RELIANCE.NS
2026-06-01 09:19:00+05:30,1325.800048828125,1326.9000244140625,1323.9000244140625,1324.0,71916,0.0,0.0,RELIANCE.NS
2026-06-01 09:20:00+05:30,1324.199951171875,1326.0999755859375,1324.0,1324.4000244140625,45137,0.0,0.0,RELIANCE.NS
2026-06-01 09:21:00+05:30,1324.5,1324.5,1322.800048828125,1323.9000244140625,59111,0.0,0.0,RELIANCE.NS
2026-06-01 09:22:00+05:30,1323.699951171875,1324.199951171875,1322.699951171875,1322.699951171875,40457,0.0,0.0,RELIANCE.NS
2026-06-01 09:23:00+05:30,1322.699951171875,1323.0,1322.4000244140625,1322.5,54005,0.0,0.0,RELIANCE.NS
2026-06-01 09:24:00+05:30,1322.5999755859375,1322.5999755859375,1321.199951171875,1321.699951171875,79451,0.0,0.0,RELIANCE.NS
2026-06-01 09:25:00+05:30,1321.5999755859375,1323.5,1321.5999755859375,1323.199951171875,40982,0.0,0.0,RELIANCE.NS
2026-06-01 09:26:00+05:30,1323.199951171875,1324.800048828125,1323.0999755859375,1324.800048828125,50185,0.0,0.0,RELIANCE.NS
2026-06-01 09:27:00+05:30,1324.9000244140625,1325.800048828125,1324.5999755859375,1325.800048828125,34435,0.0,0.0,RELIANCE.NS
2026-06-01 09:28:00+05:30,1325.800048828125,1326.5,1325.5,1326.0999755859375,35601,0.0,0.0,RELIANCE.NS
2026-06-01 09:29:00+05:30,1326.0,1326.199951171875,1324.5,1325.0,48695,0.0,0.0,RELIANCE.NS
2026-06-01 09:30:00+05:30,1325.0,1326.4000244140625,1325.0,1326.199951171875,46719,0.0,0.0,RELIANCE.NS
2026-06-01 09:31:00+05:30,1326.199951171875,1328.699951171875,1326.0999755859375,1328.300048828125,64719,0.0,0.0,RELIANCE.NS
2026-06-01 09:32:00+05:30,1328.300048828125,1328.9000244140625,1328.300048828125,1328.5999755859375,43594,0.0,0.0,RELIANCE.NS
2026-06-01 09:33:00+05:30,1328.699951171875,1329.5999755859375,1328.4000244140625,1328.5,42051,0.0,0.0,RELIANCE.NS
2026-06-01 09:34:00+05:30,1329.0,1329.199951171875,1328.300048828125,1328.800048828125,23414,0.0,0.0,RELIANCE.NS
2026-06-01 09:35:00+05:30,1329.0999755859375,1329.0999755859375,1328.5,1328.9000244140625,19025,0.0,0.0,RELIANCE.NS
2026-06-01 09:36:00+05:30,1328.0,1328.199951171875,1326.5,1326.5,24785,0.0,0.0,RELIANCE.NS
2026-06-01 09:37:00+05:30,1326.4000244140625,1328.300048828125,1326.4000244140625,1328.300048828125,17140,0.0,0.0,RELIANCE.NS
2026-06-01 09:38:00+05:30,1327.9000244140625,1331.9000244140625,1327.9000244140625,1331.9000244140625,90565,0.0,0.0,RELIANCE.NS
2026-06-01 09:39:00+05:30,1332.0999755859375,1332.800048828125,1330.5999755859375,1331.199951171875,36201,0.0,0.0,RELIANCE.NS
2026-06-01 09:40:00+05:30,1332.0999755859375,1332.5,1329.9000244140625,1330.0,44503,0.0,0.0,RELIANCE.NS
2026-06-01 09:41:00+05:30,1330.0,1330.0,1329.199951171875,1329.199951171875,23840,0.0,0.0,RELIANCE.NS
2026-06-01 09:42:00+05:30,1329.4000244140625,1329.5,1328.5999755859375,1328.5999755859375,14343,0.0,0.0,RELIANCE.NS
2026-06-01 09:43:00+05:30,1328.5999755859375,1328.699951171875,1328.300048828125,1328.4000244140625,6885,0.0,0.0,RELIANCE.NS
2026-06-01 09:44:00+05:30,1328.0999755859375,1328.199951171875,1327.4000244140625,1327.699951171875,10418,0.0,0.0,RELIANCE.NS
2026-06-01 09:45:00+05:30,1327.9000244140625,1328.199951171875,1327.5999755859375,1328.199951171875,13569,0.0,0.0,RELIANCE.NS
2026-06-01 09:46:00+05:30,1328.199951171875,1328.4000244140625,1327.800048828125,1327.800048828125,16071,0.0,0.0,RELIANCE.NS
2026-06-01 09:47:00+05:30,1327.5999755859375,1328.0,1326.800048828125,1326.800048828125,17806,0.0,0.0,RELIANCE.NS
2026-06-01 09:48:00+05:30,1327.0,1327.0999755859375,1326.4000244140625,1326.4000244140625,10954,0.0,0.0,RELIANCE.NS
2026-06-01 09:49:00+05:30,1326.9000244140625,1326.9000244140625,1326.5,1326.699951171875,6340,0.0,0.0,RELIANCE.NS
2026-06-01 09:50:00+05:30,1326.699951171875,1327.0999755859375,1326.5,1326.699951171875,9196,0.0,0.0,RELIANCE.NS
2026-06-01 09:51:00+05:30,1326.699951171875,1327.300048828125,1326.699951171875,1327.199951171875,10187,0.0,0.0,RELIANCE.NS
